address,ald_15,commarea,geo_networ,governance,grade_cat,grades,lat,long,network,phone,school_id,short_name,ward_15,zip,g,COUNT
1060 E 47TH ST,"William ""Will"" D. Burns",KENWOOD,"9",Contract,HS,"9, 10, 11, 12",41.8096954964000033783122489694506,-87.5993399399999930210469756275415,Options,1(773)690-5500,"400137",LITTLE BLACK PEARL HS,"4","60653",31.6785,"49"
8164 S SOUTH CHICAGO AVE,Michelle A. Harris,AVALON PARK,"12",Charter,HS,"10, 11",41.7462865707000005954796506557614,-87.5784916694999964192902552895248,Options,1(773)978-8680,"400139",YCCS - SULLIVAN,"8","60617",20.1173,"62"
1145 W WILSON AVE,James Cappleman,UPTOWN,"2",Charter,HS,"10, 11, 12",41.9652948171000019783605239354074,-87.6592392894000056458025937899947,Options,1(773)907-4840,"400141",YCCS - TRUMAN,"46","60640",27.9763,"34"
500 N SACRAMENTO BLVD,"Walter Burnett, Jr.",HUMBOLDT PARK,"5",Charter,HS,"10, 11",41.8908031217999976547616824973375,-87.7020528002999952832396957091987,Options,1(312)563-9044,"400143",YCCS - WEST TOWN,"27","60612",28.0879,"69"
4909 W DIVISION ST,Emma M. Mitts,AUSTIN,"3",Charter,HS,"10, 11, 12",41.9022400322999999389139702543616,-87.7488102890000050138041842728853,Options,1(773)261-0994,"400144",YCCS - WESTSIDE HOLISTIC,"37","60651",19.3795,"75"
3424 S STATE ST,Patricia R. Dowell,DOUGLAS,"9",Charter,HS,"10, 11, 12",41.8320720585000032087918953038752,-87.6267814697999938289285637438297,Options,1(312)225-4668,"400145",YCCS - YOUTH CONNECTION,"3","60616",23.3811,"67"
4818 W OHIO ST,Emma M. Mitts,AUSTIN,"3",Charter,ES,"5, 6, 7, 8",41.8918161428000033197349694091827,-87.7466138393999983691173838451505,Charter,1(773)938-8553,"400146",KIPP CHICAGO - CREATE,"37","60644",26.3133,"46"
1257 W 111TH ST,Carrie M. Austin,MORGAN PARK,"13",Contract,HS,"9, 10, 11, 12",41.6919693144999996547994669526815,-87.6537265378999990161901223473251,Options,1(773)629-8379,"400147",CAMELOT - CHICAGO EXCEL HS,"34","60643",32.0351,"44"
2570 S BLUE ISLAND AVE,Daniel S. Solis,LOWER WEST SIDE,"7",Charter,HS,"9, 10, 11, 12",41.8454460159000021235442545730621,-87.6840649386000023923770640976727,Options,1(773)696-3610,"400148",INSTITUTO - LOZANO HS,"25","60608",14.1563,"77"
5025 S SAINT LOUIS AVE,Edward M. Burke,GAGE PARK,"8",Charter,HS,"8, 9, 10, 11",41.8017622461999991401171428151429,-87.7110249848000051997587434016168,Charter,1(312)455-5446,"400149",UNO - SOCCER HS,"14","60632",24.7867,"39"
9035 S LANGLEY AVE,Michelle A. Harris,CHATHAM,"12",Charter,HS,"10, 11, 12",41.7301313849999999661122274119407,-87.6069799087999996345388353802264,Options,1(773)651-1500,"400150",YCCS - CHATHAM,"8","60619",29.5737,"24"
3021 W CARROLL AVE,"Walter Burnett, Jr.",EAST GARFIELD PARK,"5",Charter,ES,"K, 1, 2, 3, 4, 5",41.8873174910999992448523698840290,-87.7014173913999997012069798074663,Charter,1(773)584-4350,"400151",LEARN - 7,"27","60612",24.8116,"60"
4420 S FAIRFIELD AVE,Toni L. Foulkes,BRIGHTON PARK,"8",Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.8131094451999985039947205223143,-87.6932383845000060773600125685334,Charter,1(312)455-5434,"400153",UNO - BRIGHTON PARK,"15","60632",25.5230,"100"
821 E 103RD ST,Anthony A. Beale,PULLMAN,"13",Charter,HS,"9, 10, 11",41.7066668590999967136667692102492,-87.6025733171999974047139403410256,Charter,1(312)835-1863,"400156",NOBLE - BUTLER HS,"9","60628",24.6123,"27"
2710 E 89TH ST,Gregory Mitchell,SOUTH CHICAGO,"12",Charter,HS,"9, 10, 11",41.7346223719999969148375384975225,-87.5562014412000024776716600172222,Charter,1(773)535-6340,"400157",NOBLE - BAKER HS,"7","60617",30.1220,"49"
5235 W BELDEN AVE,Nicholas Sposato,BELMONT CRAGIN,"3",Charter,ES,"K, 1, 2, 3",41.9221811566999988940551702398807,-87.7575215277999944873954518698156,Charter,1(773)472-1083,"400159",CHRISTOPHER HOUSE,"36","60639",25.1071,"97"
11816 S INDIANA AVE,Anthony A. Beale,WEST PULLMAN,"13",Charter,HS,"4, 5, 6, 7",41.6793184432999979094347509089857,-87.6179678705999975818485836498439,Charter,1(773)536-9098,"400161",CHICAGO COLLEGIATE,"9","60628",22.7342,"57"
4540 W BELMONT AVE,Ariel E. Reboyras,IRVING PARK,"1",Charter,HS,"7, 8, 9, 10, 11",41.9389884284999965302631608210504,-87.7411286266000018940758309327066,Charter,1(708)887-2735,"400162",INTRINSIC HS,"30","60641",12.2013,"84"
5515 S LOWE AVE,Willie B. Cochran,ENGLEWOOD,"11",Charter,ES,"5, 6, 7",41.7935562680000032287352951243520,-87.6399673309000064591600676067173,Charter,1(773)938-8565,"400163",KIPP CHICAGO - BLOOM,"20","60621",37.1686,"71"
2520 S WESTERN AVE,Daniel S. Solis,LOWER WEST SIDE,"7",Charter,HS,"9, 10, 11, 12",41.8459566742999982125184033066034,-87.6859026112999941915404633618891,Options,1(773)696-3610 x4645,"400164",INSTITUTO - LOZANO MASTERY HS,"25","60608",13.0740,"76"
3021 W CARROLL AVE,"Walter Burnett, Jr.",EAST GARFIELD PARK,"5",Charter,ES,"6, 7, 8",41.8873199095000003921995812561363,-87.7027239387000037140751373954117,Charter,1(773)584-4300,"400165",LEARN - MIDDLE,"27","60612",24.4471,"72"
5401 S. WESTERN,Toni L. Foulkes,GAGE PARK,"8",Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7952009532999966268107527866960,-87.6839633933000044407890527509153,Charter,1(773)498-3355,"400167",HORIZON - SOUTHWEST,"15","60609",31.0078,"94"
5321 W GRAND AVE,Emma M. Mitts,BELMONT CRAGIN,"3",Charter,HS,"9, 10",41.9172664095000016004632925614715,-87.7596751723000068068358814343810,Charter,1(773)278-6895,"400169",NOBLE - ITW SPEER HS,"37","60639",18.9222,"67"
1443 N OGDEN AVE,"Walter Burnett, Jr.",NEAR NORTH SIDE,"4",Charter,HS,"9, 10",41.9068787953999972728524880949408,-87.6455769358999958740241709165275,Charter,1(773)862-1449,"400170",NOBLE - ACADEMY HS,"27","60610",20.1619,"92"
1233 W. 109TH STREET,Carrie M. Austin,MORGAN PARK,"13",Charter,HS,"6, 7, 8",41.6946707394999975804239511489868,-87.6535352485000061051323427818716,Charter,1(773)298-5800,"400171",FOUNDATIONS,"34","60643",30.6595,"34"
3124 W. 47TH STREET,Edward M. Burke,BRIGHTON PARK,"8",ALOP,HS,"9, 10, 11, 12",41.8082257858999994937221345026046,-87.7026447512999993705307133495808,Options,1(773)588-5007,"400173",PATHWAYS - BRIGHTON PARK HS,"14","60632",17.0224,"87"
7530 S SOUTH SHORE DR,Gregory Mitchell,WOODLAWN,"9",Contract,HS,"9, 10, 11, 12",41.7597486400999997613325831480324,-87.5564870835000021997984731569886,Options,1(773)902-7800,"400175",CAMELOT - EXCEL SOUTH SHORE HS,"7","60649",16.5021,"33"
7014 S WASHTENAW AVE,Latasha R. Thomas,AUBURN GRESHAM,"10",Contract,HS,"9, 10, 11, 12",41.7659289206999986276969138998538,-87.6907300910999936149892164394259,Options,1(773)424-0721,"400176",CAMELOT - EXCEL SOUTHWEST HS,"17","60629",18.2858,"22"
2100 E 87TH ST,Michelle A. Harris,AVALON PARK,"12",District,HS,"9, 10, 11, 12",41.7371739343999976767918269615620,-87.5732675156999960108805680647492,Network 12,1(773)535-6100,"609674",CHICAGO VOCATIONAL HS,"8","60617",18.2684,"42"
3000 S KING DR,"William ""Will"" D. Burns",DOUGLAS,"9",District,HS,"9, 10, 11, 12",41.8402255725000031816307455301285,-87.6176374345999988690891768783331,Network 9,1(773)534-9000,"609676",DUNBAR HS,"4","60616",22.2513,"41"
700 S STATE ST,"William ""Will"" D. Burns",LOOP,"6",District,HS,"9, 10, 11, 12",41.8730659236000022360713046509773,-87.6276753229000036071738577447832,ISP,1(773)534-8600,"609678",JONES HS,"4","60605",10.8966,"173"
2148 N LONG AVE,Nicholas Sposato,BELMONT CRAGIN,"3",District,HS,"9, 10, 11, 12",41.9200593998000030637740564998239,-87.7610483155999929749668808653951,Network 3,1(773)534-3200,"609679",PROSSER HS,"36","60639",24.2410,"57"
1034 N WELLS ST,"Walter Burnett, Jr.",NEAR NORTH SIDE,"6",District,HS,"9, 10, 11, 12",41.9015751698999991958771715871990,-87.6353847655999942389826173894107,ISP,1(773)534-0034,"609680",PAYTON HS,"27","60610",18.6677,"114"
5009 S LAFLIN ST,Willie B. Cochran,NEW CITY,"8",District,HS,"9, 10, 11, 12",41.8028813757999984090929501689970,-87.6622778458999931672224192880094,Network 8,1(773)535-4945,"609682",RICHARDS HS,"20","60609",28.1816,"107"
4338 W WABANSIA AVE,Nicholas Sposato,HUMBOLDT PARK,"5",District,HS,"9, 10, 11, 12",41.9116736929000026634639652911574,-87.7352375558999995064368704333901,Network 5,1(773)534-8520,"609691",NORTH-GRAND HS,"36","60639",17.8875,"81"
8147 S VINCENNES AVE,"Howard B. Brookins, Jr.",CHATHAM,"11",District,HS,"9, 10, 11, 12",41.7457812310000022648637241218239,-87.6354103688999970245276927016675,Network 11,1(773)535-3200,"609692",SIMEON HS,"21","60620",19.8121,"44"
3223 W FRANKLIN BLVD,Jason C. Ervin,HUMBOLDT PARK,"5",District,HS,"9, 10, 11, 12",41.8899772039000026779831387102604,-87.7073323082999962707617669366300,Network 5,1(773)534-6400,"609693",WESTINGHOUSE HS,"28","60624",29.6898,"76"
4034 W 56TH ST,Marty Quinn,WEST ELSDON,"8",District,HS,"9, 10, 11, 12",41.7914639092999991021315508987755,-87.7244704643999995141712133772671,Network 8,1(773)535-2410,"609694",HANCOCK HS,"13","60629",18.8779,"96"
5110 N DAMEN AVE,Patrick O'Connor,LINCOLN SQUARE,"2",District,HS,"9, 10, 11, 12",41.9750672567000009394178050570190,-87.6794842149000004383196937851608,Network 2,1(773)534-2320,"609695",AMUNDSEN HS,"40","60625",30.4462,"23"
3939 W 79TH ST,Lona Lane,ASHBURN,"10",District,HS,"9, 10, 11, 12",41.7493756101000030866998713463545,-87.7210974463000070500129368156195,Network 10,1(773)535-2180,"609698",BOGAN HS,"18","60652",14.8202,"52"
2345 S CHRISTIANA AVE,Ricardo Munoz,SOUTH LAWNDALE,"7",District,HS,"PK, 9, 10, 11, 12",41.8485598747000011599084245972335,-87.7087056321999938290900900028646,Network 7,1(773)534-1300,"609704",FARRAGUT HS,"22","60623",19.8270,"95"
11220 S WALLACE ST,Carrie M. Austin,ROSELAND,"13",District,HS,"9, 10, 11, 12",41.6899507253000010109644790645689,-87.6375720508000028985406970605254,Network 13,1(773)535-5430,"609705",FENGER HS,"34","60628",23.3912,"87"
6835 S NORMAL BLVD,Roderick T. Sawyer,ENGLEWOOD,"11",District,HS,"9, 10, 11, 12",41.7697137963999978182982886210084,-87.6371527177000047004185034893453,Network 11,1(773)535-3800,"609707",ROBESON HS,"6","60621",25.8889,"50"
3235 N LECLAIRE AVE,Ray Suarez,PORTAGE PARK,"1",District,HS,"9, 10, 11, 12",41.9397967681000025663706765044481,-87.7541665438999984871770720928907,Network 3,1(773)534-3400,"609708",FOREMAN HS,"31","60641",27.0075,"101"
5630 S ROCKWELL ST,Toni L. Foulkes,GAGE PARK,"8",District,HS,"9, 10, 11, 12",41.7910128389999968590018397662789,-87.6889539418999959252687403932214,Network 8,1(773)535-9230,"609709",GAGE PARK HS,"15","60629",31.8391,"91"
9652 S MICHIGAN AVE,Anthony A. Beale,ROSELAND,"12",District,HS,"7, 8, 9, 10, 11, 12",41.7183723464000024705455871298909,-87.6206234362999936138294287957251,Network 12,1(773)535-5400,"609710",HARLAN HS,"9","60628",29.3955,"77"
6520 S WOOD ST,Toni L. Foulkes,WEST ENGLEWOOD,"11",District,HS,"9, 10, 11, 12",41.7751240838000015287434507627040,-87.6690892964000028086957172490656,Network 11,1(773)535-9150,"609711",HARPER HS,"15","60636",29.1156,"41"
7740 S INGLESIDE AVE,Michelle A. Harris,GREATER GRAND CROSSING,"12",District,HS,"9, 10, 11, 12",41.7537479559999979983331286348403,-87.6017272664000046233923058025539,Network 12,1(773)535-3100,"609712",HIRSCH HS,"8","60619",26.5924,"69"
6220 S STONY ISLAND AVE,Leslie A. Hairston,WOODLAWN,"9",District,HS,"9, 10, 11, 12",41.7822569275000006427944754250348,-87.5866150099000009277006029151380,Network 9,1(773)535-0880,"609713",HYDE PARK HS,"5","60637",30.1620,"53"
4136 S CALIFORNIA AVE,George A. Cardenas,BRIGHTON PARK,"8",District,HS,"9, 10, 11, 12",41.8187290639000011083226127084345,-87.6946386598999936268228339031339,Network 8,1(773)535-4900,"609715",KELLY HS,"12","60632",21.5705,"102"
4343 W WRIGHTWOOD AVE,Ray Suarez,HERMOSA,"4",District,HS,"7, 8, 9, 10, 11, 12",41.9279184031000013987977581564337,-87.7359988216000061811428167857230,Network 4,1(773)534-4200,"609716",KELVYN PARK HS,"31","60639",18.1094,"101"
6325 W 56TH ST,Marty Quinn,GARFIELD RIDGE,"10",District,HS,"9, 10, 11, 12",41.7899612530000013066455721855164,-87.7808397551000041403312934562564,Network 10,1(773)535-2325,"609718",KENNEDY HS,"13","60638",26.0519,"99"
4015 N ASHLAND AVE,Ameya Pawar,LAKE VIEW,"2",District,HS,"9, 10, 11, 12",41.9547640680000029078655643388629,-87.6689526896000046463086619041860,Network 2,1(773)534-5440,"609719",LAKE VIEW HS,"47","60613",26.3513,"99"
2501 W ADDISON ST,Ameya Pawar,NORTH CENTER,"4",District,HS,"7, 8, 9, 10, 11, 12",41.9466445750000005432411853689700,-87.6910126267000009647745173424482,Network 4,1(773)534-5400,"609720",LANE TECH HS,"47","60618",22.2309,"53"
2935 W POLK ST,Jason C. Ervin,EAST GARFIELD PARK,"5",District,HS,"9, 10, 11, 12",41.8709389565999998694678652100265,-87.6998955904000041527979192323983,Network 5,1(773)534-6900,"609722",MANLEY HS,"28","60612",25.5549,"95"
3250 W ADAMS ST,Jason C. Ervin,EAST GARFIELD PARK,"5",District,HS,"9, 10, 11, 12",41.8784440859000000045853084884584,-87.7080500697999951853489619679749,ISP,1(773)534-6455,"609723",MARSHALL HS,"28","60624",19.2026,"91"
5835 N LINCOLN AVE,Patrick O'Connor,WEST RIDGE,"2",District,HS,"9, 10, 11, 12",41.9875886827000002199383743572980,-87.7024963956999954461934976279736,Network 2,1(773)534-2350,"609724",MATHER HS,"40","60659",31.2119,"46"
1744 W PRYOR AVE,Matthew J. O'Shea,MORGAN PARK,"10",District,HS,"7, 8, 9, 10, 11, 12",41.6920350096999996480917616281658,-87.6656575452000055292955948971212,Network 10,1(773)535-2550,"609725",MORGAN PARK HS,"19","60643",31.1261,"40"
250 E 111TH ST,Anthony A. Beale,ROSELAND,"13",District,HS,"9, 10, 11, 12",41.6927625292000030299277568701655,-87.6163526066000031278235837817192,Network 13,1(773)535-9930,"609726",BROOKS HS,"9","60628",29.6046,"59"
244 E PERSHING RD,Patricia R. Dowell,DOUGLAS,"9",District,HS,"9, 10, 11, 12",41.8238799682000035318196751177311,-87.6197963456999957543303025886416,AUSL,1(773)535-1603,"609727",PHILLIPS HS,"3","60653",18.5964,"74"
3436 W WILSON AVE,Deborah Mell,ALBANY PARK,"1",District,HS,"9, 10, 11, 12",41.9648278845999982422654284164310,-87.7148186155999951552075799554586,Network 1,1(773)534-5000,"609728",ROOSEVELT HS,"33","60625",26.4968,"74"
3601 N MILWAUKEE AVE,John Arena,IRVING PARK,"1",District,HS,"9, 10, 11, 12",41.9463645435999978872132487595081,-87.7356121104999999715801095589995,Network 1,1(773)534-3420,"609729",SCHURZ HS,"45","60641",12.3991,"92"
5900 N GLENWOOD AVE,Harry Osterman,EDGEWATER,"2",District,HS,"9, 10, 11, 12",41.9890285393000013414166460279375,-87.6671361898000043311185436323285,Network 2,1(773)534-2365,"609730",SENN HS,"48","60660",22.9760,"56"
3030 N MOBILE AVE,Nicholas Sposato,BELMONT CRAGIN,"3",District,HS,"9, 10, 11, 12",41.9356335881000035215038224123418,-87.7835152329000010240633855573833,Network 3,1(773)534-3030,"609732",STEINMETZ HS,"36","60634",25.5270,"91"
6631 N BOSWORTH AVE,Joe A. Moore,ROGERS PARK,"2",District,HS,"9, 10, 11, 12",42.0026875588999999422412656713277,-87.6691921453000020392209989950061,Network 2,1(773)534-2000,"609733",SULLIVAN HS,"49","60626",29.5931,"43"
6530 W BRYN MAWR AVE,Mary O'Connor,NORWOOD PARK,"1",District,HS,"7, 8, 9, 10, 11, 12",41.9829609869999984539390425197780,-87.7915472493999970993172610178590,Network 1,1(773)534-1000,"609734",TAFT HS,"41","60631",30.1146,"64"
4747 S UNION AVE,James A. Balcer,NEW CITY,"8",District,HS,"9, 10, 11, 12",41.8075100718000030042276193853468,-87.6429664835000039602164179086685,Network 8,1(773)535-1625,"609735",TILDEN HS,"11","60609",22.5584,"49"
5039 N KIMBALL AVE,Margaret Laurino,NORTH PARK,"1",District,HS,"9, 10, 11, 12",41.9731850488999995718586433213204,-87.7133862533000012717820936813951,Network 1,1(773)534-5100,"609737",VON STEUBEN HS,"39","60625",28.7198,"38"
2001 N ORCHARD ST,Michele Smith,LINCOLN PARK,"4",District,HS,"9, 10, 11, 12",41.9182683116000021072977688163519,-87.6460093598000042902640416286886,ISP,1(773)534-8130,"609738",LINCOLN PARK HS,"43","60614",29.5779,"77"
3535 E 114TH ST,Susie Sadlowski Garza,EAST SIDE,"13",District,HS,"9, 10, 11, 12",41.6881369363999993993274983949959,-87.5375703003000040780534618534148,Network 13,1(773)535-5725,"609739",WASHINGTON HS,"10","60617",26.5135,"64"
936 N ASHLAND AVE,Proco (Joe) Moreno III,WEST TOWN,"6",District,HS,"9, 10, 11, 12",41.8989947078000000146857928484678,-87.6674828689999969810742186382413,ISP,1(773)534-7010,"609740",WELLS HS,"1","60622",17.2590,"126"
6200 S HAMLIN AVE,Michael R. Zalewski,WEST LAWN,"10",District,HS,"9, 10, 11, 12",41.7805263874000019086452084593475,-87.7180137432000037733814679086208,Network 10,1(773)535-2200,"609741",HUBBARD HS,"23","60629",23.2984,"65"
3730 W BRYN MAWR AVE,Margaret Laurino,NORTH PARK,"1",District,HS,"9, 10, 11, 12",41.9829725220999989687697961926460,-87.7223862153999931479120277799666,Network 1,1(773)534-5180,"609744",NORTHSIDE LEARNING HS,"39","60659",45.3522,"10"
7342 S HOYNE AVE,Latasha R. Thomas,WEST ENGLEWOOD,"11",District,HS,"11, 12",41.7598524292000021773674234282225,-87.6759467675999957236854243092239,Network 11,1(773)535-9100,"609745",SOUTHSIDE HS,"17","60636",16.9499,"28"
5015 S BLACKSTONE AVE,"William ""Will"" D. Burns",KENWOOD,"9",District,HS,"7, 8, 9, 10, 11, 12",41.8037721192999995878381014335901,-87.5904208893999935980900772847235,Network 9,1(773)535-1350,"609746",KENWOOD HS,"4","60615",27.6400,"75"
2700 S CALIFORNIA AVE,Michael D. Chandler,SOUTH LAWNDALE,"7",District,HS,"9, 10, 11, 12",41.8425333488000035231380024924874,-87.6952610159000016665231669321656,Network 11,1(773)535-7021,"609748",YORK HS,"24","60608",25.5522,"56"
5501 N KEDZIE AVE,Patrick O'Connor,NORTH PARK,"1",District,HS,"9, 10, 11, 12",41.9813152830000007043054210953414,-87.7087078007999991768883774057031,Network 1,1(773)534-3954,"609749",NORTHSIDE PREP HS,"40","60625",31.1900,"68"
1321 S PAULINA ST,Jason C. Ervin,NEAR WEST SIDE,"6",District,HS,"6, 7, 8, 9, 10, 11, 12",41.8643654828999984829351888038218,-87.6687222293000019135433831252158,Network 6,1(773)534-7812,"609750",SIMPSON HS,"28","60608",21.4239,"110"
4445 S DREXEL BLVD,"William ""Will"" D. Burns",KENWOOD,"9",District,HS,"9, 10, 11, 12",41.8136754529000000957239535637200,-87.6038738615999932335398625582457,Network 9,1(773)535-1180,"609751",KING HS,"4","60653",30.6410,"64"
3857 W 111TH ST,Matthew J. O'Shea,MOUNT GREENWOOD,"10",District,HS,"9, 10, 11, 12",41.6912207426000023247070203069597,-87.7177696727000011378549970686436,ISP,1(773)535-2500,"609753",CHICAGO AGRICULTURE HS,"19","60655",26.5137,"26"
3519 S GILES AVE,Patricia R. Dowell,DOUGLAS,"9",District,HS,"9, 10, 11, 12",41.8305549779000003240980731789023,-87.6192155421999956388390273787081,Service Leadership Academies,1(773)534-9750,"609754",CHICAGO MILITARY HS,"3","60653",22.3574,"71"
211 S LAFLIN ST,"Walter Burnett, Jr.",NEAR WEST SIDE,"6",District,HS,"7, 8, 9, 10, 11, 12",41.8786025331000004712223017122597,-87.6642333433999993985707988031209,ISP,1(773)534-7500,"609755",YOUNG HS,"27","60607",20.6393,"118"
4959 S ARCHER AVE,Edward M. Burke,ARCHER HEIGHTS,"8",District,HS,"9, 10, 11, 12",41.8030602075000032868956623133272,-87.7220416547000070295325713232160,Network 8,1(773)535-2100,"609756",CURIE HS,"14","60632",16.2552,"84"
1147 N WESTERN AVE,Proco (Joe) Moreno III,WEST TOWN,"5",District,HS,"9, 10, 11, 12",41.9026257924000020693711121566594,-87.6869061457999947606367641128600,ISP,1(773)534-4000,"609759",CLEMENTE HS,"1","60622",20.5170,"88"
13100 S DOTY AVE,Anthony A. Beale,RIVERDALE,"13",District,HS,"9, 10, 11, 12",41.6562899521999980834152665920556,-87.5906203850999958149259327910841,Service Leadership Academies,1(773)535-5250,"609760",CARVER MILITARY HS,"9","60627",23.6668,"21"
821 E 103RD ST,Anthony A. Beale,PULLMAN,"13",District,HS,"9, 10, 11, 12",41.7066596172000032538562663830817,-87.6012158766999959880195092409849,Network 13,1(773)535-5115,"609761",CORLISS HS,"9","60628",25.4045,"20"
10330 S ELIZABETH ST,Carrie M. Austin,WASHINGTON HEIGHTS,"10",District,HS,"9, 10, 11, 12",41.7058589363999985266673320438713,-87.6537492108000009238821803592145,Network 13,1(773)535-5170,"609762",JULIAN HS,"34","60643",22.6871,"62"
2150 S LAFLIN ST,Daniel S. Solis,LOWER WEST SIDE,"7",District,HS,"9, 10, 11, 12",41.8526665999999991640834196005017,-87.6637324460999991515564033761621,ISP,1(773)534-7030,"609764",JUAREZ HS,"25","60608",11.4430,"88"
4355 N LINDER AVE,Timothy M. Cullerton,PORTAGE PARK,"1",District,HS,"9, 10, 11, 12",41.9603637967000011599338904488832,-87.7646631733999953439706587232649,Network 1,1(773)534-3600,"609766",VAUGHN HS,"38","60641",31.1540,"102"
5515 S LOWE AVE,Willie B. Cochran,ENGLEWOOD,"11",District,HS,"9, 10, 11, 12",41.7935534673000006478105206042528,-87.6412441092000022990760044194758,Network 11,1(773)535-3160,"609768",HOPE HS,"20","60621",32.7969,"83"
2347 S WABASH AVE,Patricia R. Dowell,NEAR SOUTH SIDE,"6",District,HS,"9, 10, 11, 12",41.8496754179000021167667000554502,-87.6253148153000012143820640631020,Network 6,1(773)534-9257,"609769",GRAHAM HS,"3","60616",15.9519,"140"
10810 S AVENUE H,Susie Sadlowski Garza,EAST SIDE,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6987387998999992078097420744598,-87.5329760417999978017178364098072,ISP,1(773)535-6210,"609772",ADDAMS,"10","60617",26.8028,"78"
2851 N SEMINARY AVE,Thomas Tunney,LAKE VIEW,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9341262983000007125156116671860,-87.6562286674000006314599886536598,ISP,1(773)534-5725,"609773",AGASSIZ,"44","60657",24.1137,"100"
950 W 33RD PL,James A. Balcer,BRIDGEPORT,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8338539096000019412713299971074,-87.6506531564999988859199220314622,Network 6,1(773)535-4530,"609777",ARMOUR,"11","60608",16.0396,"86"
2110 W GREENLEAF AVE,Debra L. Silverstein,WEST RIDGE,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0101499845999981630484398920089,-87.6844418273999934854145976714790,Network 2,1(773)534-2150,"609779",ARMSTRONG G,"50","60645",36.7243,"28"
1920 N HAMLIN AVE,Roberto Maldonado,LOGAN SQUARE,"4",District,HS,"7, 8, 9, 10, 11, 12",41.9160446339000003490582457743585,-87.7217423168000038913305616006255,Service Leadership Academies,1(773)534-4970,"609780",MARINE LEADERSHIP AT AMES HS,"26","60647",24.9506,"76"
3500 N HOYNE AVE,Ameya Pawar,NORTH CENTER,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9450622251000027063128072768450,-87.6810410531000030687209800817072,Network 4,1(773)534-5470,"609782",AUDUBON,"47","60618",28.5697,"85"
1100 S HAMILTON AVE,"Walter Burnett, Jr.",NEAR WEST SIDE,"6",District,HS,"6, 7, 8, 9, 10, 11, 12",41.8678322853999986818962497636676,-87.6804175545999981977729476056993,Network 11,1(312)433-7110,"609783",JEFFERSON HS,"27","60612",27.1846,"118"
8045 S KENWOOD AVE,Michelle A. Harris,AVALON PARK,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7482469947999987880393746308982,-87.5916538107999969042793964035809,Network 12,1(773)535-6615,"609786",AVALON PARK,"8","60619",28.2630,"15"
10354 S CHARLES ST,Matthew J. O'Shea,BEVERLY,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7051310120999971786659443750978,-87.6580742241000052672461606562138,Network 10,1(773)535-2625,"609788",BARNARD,"19","60643",27.0937,"77"
2828 N KILBOURN AVE,Ray Suarez,HERMOSA,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9325105835999991654716723132879,-87.7393883510000023306929506361485,Network 4,1(773)534-3455,"609789",BARRY,"31","60641",15.7849,"93"
7650 S WOLCOTT AVE,Latasha R. Thomas,AUBURN GRESHAM,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7541938505999965514092764351517,-87.6709271287000007077949703671038,Network 11,1(773)535-3260,"609790",BARTON,"17","60620",17.7051,"33"
1140 W 66TH ST,JoAnn Thompson,ENGLEWOOD,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7742464507999997636034095194191,-87.6535324201999941351459710858762,Network 11,1(773)535-3275,"609791",BASS,"16","60621",23.6725,"52"
4220 N RICHMOND ST,Deborah Mell,IRVING PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9582198396999999090439814608544,-87.7021509618000010277683031745255,Network 1,1(773)534-5055,"609792",BATEMAN,"33","60618",31.9152,"83"
6006 S PEORIA ST,JoAnn Thompson,ENGLEWOOD,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7849423806000004333327524363995,-87.6474528423999998949511791579425,Network 11,1(773)535-3285,"609793",NICHOLSON,"16","60621",30.3452,"96"
4929 N SAWYER AVE,Deborah Mell,ALBANY PARK,"1",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9715060973000007038535841275007,-87.7093036657999931549056782387197,Network 1,1(773)534-0540,"609794",EDISON,"33","60625",25.5406,"66"
1045 S MONITOR AVE,Chris Taliaferro,AUSTIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8678125683000033063763112295419,-87.7704175273999993578399880789220,Network 3,1(773)534-6225,"609795",CLARK ES,"29","60644",23.5610,"69"
5025 N LARAMIE AVE,John Arena,JEFFERSON PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9723939455000021325759007595479,-87.7575650392000028432448743842542,Network 1,1(773)534-3500,"609796",BEAUBIEN,"45","60630",27.7266,"47"
